,Steps,Extra Steps,Close Sniff Rate,Far Sniff Rate,Surge Sniff Rate,Cast Sniff Rate
205,423,168.0,0.023076923076923078,0.13013698630136986,0.07421875,0.2229299363057325
206,442,187.0,0.043795620437956206,0.13157894736842105,0.09433962264150944,0.23353293413173654
207,465,210.0,0.0650887573964497,0.13559322033898305,0.10714285714285714,0.26519337016574585
208,424,169.0,0.030534351145038167,0.13013698630136986,0.07421875,0.23125
209,448,193.0,0.03184713375796178,0.12758620689655173,0.06870229007633588,0.20809248554913296
210,428,173.0,0.0364963503649635,0.12758620689655173,0.07480314960629922,0.2229299363057325
211,430,175.0,0.015037593984962405,0.12837837837837837,0.07114624505928854,0.21875
212,431,176.0,0.05263157894736842,0.13468013468013468,0.09090909090909091,0.23125
213,441,186.0,0.06756756756756757,0.1267123287671233,0.09505703422053231,0.2275449101796407
214,518,263.0,0.09251101321585903,0.12758620689655173,0.11475409836065574,0.2849462365591398
215,452,197.0,0.055900621118012424,0.12758620689655173,0.09433962264150944,0.21787709497206703
216,421,166.0,0.046153846153846156,0.12758620689655173,0.08461538461538462,0.2229299363057325
217,429,174.0,0.043478260869565216,0.12758620689655173,0.08461538461538462,0.2222222222222222
218,437,182.0,0.08333333333333333,0.1267123287671233,0.10112359550561797,0.24242424242424243
219,419,164.0,0.03125,0.12758620689655173,0.07782101167315175,0.2229299363057325
220,424,169.0,0.03759398496240601,0.12758620689655173,0.08108108108108109,0.2147239263803681
221,580,325.0,0.07086614173228346,0.1172566371681416,0.0903010033444816,0.24680851063829787
222,422,167.0,0.05343511450381679,0.12758620689655173,0.08108108108108109,0.22839506172839505
223,426,171.0,0.06666666666666667,0.12758620689655173,0.09195402298850575,0.2375
224,488,233.0,0.1065989847715736,0.12758620689655173,0.1232876712328767,0.28342245989304815
225,427,172.0,0.04411764705882353,0.12758620689655173,0.08461538461538462,0.22839506172839505
226,435,180.0,0.050359712230215826,0.13559322033898305,0.09195402298850575,0.24855491329479767
227,420,165.0,0.03875968992248062,0.12758620689655173,0.08108108108108109,0.2229299363057325
228,580,325.0,0.05511811023622047,0.1172566371681416,0.08852459016393442,0.24680851063829787
229,441,186.0,0.09333333333333334,0.12758620689655173,0.11194029850746269,0.25287356321839083
230,423,168.0,0.03076923076923077,0.1267123287671233,0.07392996108949416,0.2229299363057325
231,426,171.0,0.037037037037037035,0.12758620689655173,0.08203125,0.21739130434782608
232,424,169.0,0.046153846153846156,0.1296928327645051,0.08812260536398467,0.2375
233,431,176.0,0.05714285714285714,0.12758620689655173,0.0916030534351145,0.23837209302325582
234,432,177.0,0.03816793893129771,0.13666666666666666,0.08461538461538462,0.2229299363057325
235,508,253.0,0.059907834101382486,0.12758620689655173,0.09121621621621621,0.25274725274725274
236,437,182.0,0.055944055944055944,0.12627986348122866,0.09302325581395349,0.23295454545454544
237,437,182.0,0.056338028169014086,0.12585034013605442,0.09230769230769231,0.2303370786516854
238,439,184.0,0.05517241379310345,0.12627986348122866,0.09302325581395349,0.22777777777777777
239,425,170.0,0.07462686567164178,0.12758620689655173,0.09848484848484848,0.24074074074074073
240,570,315.0,0.05982905982905983,0.1172566371681416,0.08970099667774087,0.24369747899159663
241,426,171.0,0.037037037037037035,0.12758620689655173,0.08235294117647059,0.2229299363057325
242,430,175.0,0.03597122302158273,0.12758620689655173,0.07171314741035857,0.22289156626506024
243,573,318.0,0.06666666666666667,0.1172566371681416,0.09271523178807947,0.24680851063829787
244,424,169.0,0.05263157894736842,0.12758620689655173,0.08812260536398467,0.2229299363057325
245,440,185.0,0.04697986577181208,0.12758620689655173,0.08015267175572519,0.23976608187134502
246,433,178.0,0.028169014084507043,0.12758620689655173,0.07539682539682539,0.20833333333333334
247,432,177.0,0.06382978723404255,0.12758620689655173,0.08560311284046693,0.23976608187134502
248,431,176.0,0.05714285714285714,0.12758620689655173,0.0916030534351145,0.23976608187134502
249,449,194.0,0.0759493670886076,0.12758620689655173,0.10305343511450382,0.2413793103448276
250,431,176.0,0.029197080291970802,0.13310580204778158,0.08527131782945736,0.2236024844720497
251,426,171.0,0.05185185185185185,0.12758620689655173,0.08494208494208494,0.2345679012345679
252,434,179.0,0.04895104895104895,0.12758620689655173,0.08235294117647059,0.21301775147928995
253,579,324.0,0.05982905982905983,0.12581344902386118,0.09508196721311475,0.25523012552301255
254,570,315.0,0.05982905982905983,0.1172566371681416,0.08970099667774087,0.24680851063829787
255,453,198.0,0.044585987261146494,0.13559322033898305,0.08921933085501858,0.24277456647398843
256,425,170.0,0.023622047244094488,0.13468013468013468,0.07692307692307693,0.23125
257,432,177.0,0.07194244604316546,0.13013698630136986,0.0946969696969697,0.24096385542168675
258,432,177.0,0.07801418439716312,0.12758620689655173,0.09195402298850575,0.24277456647398843
259,443,188.0,0.045454545454545456,0.13225806451612904,0.09737827715355805,0.23493975903614459
260,420,165.0,0.023255813953488372,0.12758620689655173,0.07392996108949416,0.2229299363057325
261,437,182.0,0.044444444444444446,0.12292358803986711,0.08560311284046693,0.2159090909090909
262,429,174.0,0.03076923076923077,0.13758389261744966,0.08045977011494253,0.2360248447204969
263,433,178.0,0.056338028169014086,0.12758620689655173,0.08461538461538462,0.24242424242424243
264,424,169.0,0.015873015873015872,0.13468013468013468,0.07335907335907337,0.23125
265,570,315.0,0.05982905982905983,0.1172566371681416,0.08970099667774087,0.24680851063829787
266,420,165.0,0.03875968992248062,0.12758620689655173,0.08108108108108109,0.2229299363057325
267,431,176.0,0.043478260869565216,0.1267123287671233,0.08494208494208494,0.23170731707317074
268,584,329.0,0.05982905982905983,0.1223175965665236,0.09180327868852459,0.24680851063829787
269,425,170.0,0.029850746268656716,0.12758620689655173,0.07874015748031496,0.2229299363057325
270,425,170.0,0.04477611940298507,0.12758620689655173,0.08527131782945736,0.2331288343558282
271,417,162.0,0.015873015873015872,0.12758620689655173,0.0703125,0.2229299363057325
272,453,198.0,0.06172839506172839,0.12758620689655173,0.08582089552238806,0.23563218390804597
273,424,169.0,0.03759398496240601,0.12758620689655173,0.08139534883720931,0.2331288343558282
274,429,174.0,0.043478260869565216,0.12758620689655173,0.08267716535433071,0.21686746987951808
275,418,163.0,0.023622047244094488,0.12758620689655173,0.07450980392156863,0.2229299363057325
276,570,315.0,0.05982905982905983,0.1172566371681416,0.08970099667774087,0.24680851063829787
277,435,180.0,0.037037037037037035,0.14046822742474915,0.0916030534351145,0.23952095808383234
278,429,174.0,0.043478260869565216,0.12758620689655173,0.08461538461538462,0.21084337349397592
279,427,172.0,0.03076923076923077,0.13175675675675674,0.07692307692307693,0.2222222222222222
280,572,317.0,0.058823529411764705,0.1172566371681416,0.09,0.24680851063829787
281,434,179.0,0.06293706293706294,0.12758620689655173,0.0933852140077821,0.2375
282,428,173.0,0.0364963503649635,0.12758620689655173,0.08108108108108109,0.2261904761904762
283,439,184.0,0.06756756756756757,0.12758620689655173,0.09923664122137404,0.2247191011235955
284,422,167.0,0.03816793893129771,0.12758620689655173,0.08139534883720931,0.2229299363057325
285,431,176.0,0.05714285714285714,0.12758620689655173,0.0916030534351145,0.2411764705882353
286,424,169.0,0.03125,0.1288135593220339,0.08045977011494253,0.2229299363057325
287,572,317.0,0.058823529411764705,0.1172566371681416,0.0903010033444816,0.24680851063829787
288,430,175.0,0.050359712230215826,0.12758620689655173,0.08812260536398467,0.2235294117647059
289,429,174.0,0.057971014492753624,0.12758620689655173,0.08812260536398467,0.2229299363057325
290,421,166.0,0.046153846153846156,0.12758620689655173,0.08527131782945736,0.2375
291,589,334.0,0.058333333333333334,0.11965811965811966,0.0891089108910891,0.25
292,433,178.0,0.08450704225352113,0.12758620689655173,0.09195402298850575,0.23976608187134502
293,420,165.0,0.023255813953488372,0.12758620689655173,0.07509881422924901,0.2229299363057325
294,431,176.0,0.043795620437956206,0.13310580204778158,0.08914728682170543,0.2222222222222222
295,436,181.0,0.0364963503649635,0.13087248322147652,0.08171206225680934,0.23214285714285715
296,422,167.0,0.03816793893129771,0.12758620689655173,0.07751937984496124,0.2229299363057325
297,433,178.0,0.022727272727272728,0.12666666666666668,0.0703125,0.21951219512195122
298,421,166.0,0.046153846153846156,0.12758620689655173,0.08461538461538462,0.2375
299,433,178.0,0.056338028169014086,0.12758620689655173,0.08846153846153847,0.23529411764705882
