,y,x,min_steps,steps_taken,is_done,extra_steps,t_min_over_t
400,50,85,105,601,False,496,0.17470881863560733
401,55,85,110,601,False,491,0.18302828618968386
402,60,85,115,601,False,486,0.1913477537437604
403,65,85,120,601,False,481,0.19966722129783693
404,70,85,125,601,False,476,0.2079866888519135
405,75,85,130,601,False,471,0.21630615640599002
406,80,85,135,601,False,466,0.22462562396006655
407,85,85,140,601,False,461,0.23294509151414308
408,90,85,145,601,False,456,0.24126455906821964
409,95,85,150,601,False,451,0.24958402662229617
410,100,85,155,601,False,446,0.2579034941763727
411,105,85,160,601,False,441,0.26622296173044924
412,110,85,165,601,False,436,0.27454242928452577
413,0,90,90,601,False,511,0.1497504159733777
414,5,90,85,601,False,516,0.14143094841930118
415,10,90,80,601,False,521,0.13311148086522462
416,15,90,75,601,False,526,0.12479201331114809
417,20,90,80,601,False,521,0.13311148086522462
418,25,90,85,601,False,516,0.14143094841930118
419,30,90,90,601,False,511,0.1497504159733777
420,35,90,95,601,False,506,0.15806988352745424
421,40,90,100,601,False,501,0.16638935108153077
422,45,90,105,601,False,496,0.17470881863560733
423,50,90,110,601,False,491,0.18302828618968386
424,55,90,115,601,False,486,0.1913477537437604
425,60,90,120,601,False,481,0.19966722129783693
426,65,90,125,601,False,476,0.2079866888519135
427,70,90,130,601,False,471,0.21630615640599002
428,75,90,135,601,False,466,0.22462562396006655
429,80,90,140,601,False,461,0.23294509151414308
430,85,90,145,601,False,456,0.24126455906821964
431,90,90,150,601,False,451,0.24958402662229617
432,95,90,155,601,False,446,0.2579034941763727
433,100,90,160,601,False,441,0.26622296173044924
434,105,90,165,601,False,436,0.27454242928452577
435,110,90,170,601,False,431,0.28286189683860236
436,0,95,95,601,False,506,0.15806988352745424
437,5,95,90,601,False,511,0.1497504159733777
438,10,95,85,601,False,516,0.14143094841930118
439,15,95,80,601,False,521,0.13311148086522462
440,20,95,85,601,False,516,0.14143094841930118
441,25,95,90,601,False,511,0.1497504159733777
442,30,95,95,601,False,506,0.15806988352745424
443,35,95,100,601,False,501,0.16638935108153077
444,40,95,105,601,False,496,0.17470881863560733
445,45,95,110,601,False,491,0.18302828618968386
446,50,95,115,601,False,486,0.1913477537437604
447,55,95,120,601,False,481,0.19966722129783693
448,60,95,125,601,False,476,0.2079866888519135
449,65,95,130,601,False,471,0.21630615640599002
450,70,95,135,601,False,466,0.22462562396006655
451,75,95,140,601,False,461,0.23294509151414308
452,80,95,145,601,False,456,0.24126455906821964
453,85,95,150,601,False,451,0.24958402662229617
454,90,95,155,601,False,446,0.2579034941763727
